text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
at cousins house,1,positive,3,5.333333333333333,4,train,at cousins house,at cousins house,3,16,3,4.666666666666667
rachaelll simon amp teegan from neighbours they left,0,negative,8,6.5,0,train,rachaelll simon amp teegan from neighbours they left,rachaelll simon amp teegan from neighbours they left,8,52,8,5.625
doesnt want to work tonight,0,negative,5,5.4,0,train,doesnt want to work tonight,doesnt want to work tonight,5,27,5,4.6
demo gods just smote us,0,negative,5,4.6,0,train,demo gods just smote us,demo gods just smote us,5,23,5,3.8
werecat almost done with chapter youll have to read it and see if i worked it out ok its the mexico scene,1,positive,22,4.7727272727272725,4,train,werecat almost done with chapter youll have to read it and see if i worked it out ok its the mexico scene,werecat almost done with chapter youll have to read it and see if i worked it out ok its the mexico scene,22,105,22,3.8181818181818183
whos gonna help me cheat and find me a bag of summer picnic bbq popcorn from popcorn indiana they dont sell it in miami,0,negative,24,4.958333333333333,0,train,whos gonna help me cheat and find me a bag of summer picnic bbq popcorn from popcorn indiana they dont sell it in miami,whos gonna help me cheat and find me a bag of summer picnic bbq popcorn from popcorn indiana they dont sell it in miami,24,119,24,4.0
mattylojo theyre so cuttee you can get hella close to them,1,positive,11,5.2727272727272725,4,train,mattylojo theyre so cuttee you can get hella close to them,mattylojo theyre so cuttee you can get hella close to them,11,58,11,4.363636363636363
junlee haha that gaze in your dp totally goes with all your tweets p kirtib,1,positive,15,5.0,4,train,junlee haha that gaze in your dp totally goes with all your tweets p kirtib,junlee haha that gaze in your dp totally goes with all your tweets p kirtib,15,75,15,4.066666666666666
bbq today brilliant na i may need some alcohol,0,negative,9,5.111111111111111,0,train,bbq today brilliant na i may need some alcohol,bbq today brilliant na i may need some alcohol,9,46,9,4.222222222222222
sensitivepantry they do sound good amp pretty darn it indeed,1,positive,10,6.0,4,train,sensitivepantry they do sound good amp pretty darn it indeed,sensitivepantry they do sound good amp pretty darn it indeed,10,60,10,5.1
idolscott getting ready for the american idol tour hours and still hasnt packed a thing come on scott get with it,1,positive,21,5.380952380952381,4,train,idolscott getting ready for the american idol tour hours and still hasnt packed a thing come on scott get with it,idolscott getting ready for the american idol tour hours and still hasnt packed a thing come on scott get with it,21,113,21,4.428571428571429
fixed my camera problem they were on the sd card as hidden files why did that happen,0,negative,17,4.941176470588236,0,train,fixed my camera problem they were on the sd card as hidden files why did that happen,fixed my camera problem they were on the sd card as hidden files why did that happen,17,84,17,4.0
levinatechno i know bad dreams sucks i get them when im phisically drain out,0,negative,14,5.428571428571429,0,train,levinatechno i know bad dreams sucks i get them when im phisically drain out,levinatechno i know bad dreams sucks i get them when im phisically drain out,14,76,14,4.5
bbrriittttyy hopefullyits a week today since we got my sisters dog and they show symptoms from days,0,negative,17,5.823529411764706,0,train,bbrriittttyy hopefullyits a week today since we got my sisters dog and they show symptoms from days,bbrriittttyy hopefullyits a week today since we got my sisters dog and they show symptoms from days,17,99,17,4.882352941176471
baby boy is sleeping shhh,1,positive,5,5.0,4,train,baby boy is sleeping shhh,baby boy is sleeping shhh,5,25,5,4.2
home with a sick girl today temp of husband working,0,negative,10,5.1,0,train,home with a sick girl today temp of husband working,home with a sick girl today temp of husband working,10,51,10,4.2
always has to wait,0,negative,4,4.5,0,train,always has to wait,always has to wait,4,18,4,3.75
going to work out joy,1,positive,5,4.2,4,train,going to work out joy,going to work out joy,5,21,5,3.4
in ipoh now eta pm hope the jam not too bad lots of trees being chopped oh well,0,negative,18,4.388888888888889,0,train,in ipoh now eta pm hope the jam not too bad lots of trees being chopped oh well,in ipoh now eta pm hope the jam not too bad lots of trees being chopped oh well,18,79,18,3.4444444444444446
quotfell out of bed butterfly bandage but dont worryquot butterfly bandages arent as pretty as one would imagine,0,negative,18,6.222222222222222,0,train,quotfell out of bed butterfly bandage but dont worryquot butterfly bandages arent as pretty as one would imagine,quotfell out of bed butterfly bandage but dont worryquot butterfly bandages arent as pretty as one would imagine,18,112,18,5.277777777777778
shanedawson yes i was just watching your old ones,1,positive,9,5.444444444444445,4,train,shanedawson yes i was just watching your old ones,shanedawson yes i was just watching your old ones,9,49,9,4.555555555555555
schwarzenegger the man in green has no idea he is about to be quotterminatedquot very cool for all of those stu,1,positive,21,5.285714285714286,4,train,schwarzenegger the man in green has no idea he is about to be quotterminatedquot very cool for all of those stu,schwarzenegger the man in green has no idea he is about to be quotterminatedquot very cool for all of those stu,21,111,21,4.333333333333333
holyst drop by thesceneus,0,negative,4,6.25,0,train,holyst drop by thesceneus,holyst drop by thesceneus,4,25,4,5.5
joobiouspip its real easy to find get to marble arch station take subway exit park lane once your out its directly to your left,1,positive,24,5.291666666666667,4,train,joobiouspip its real easy to find get to marble arch station take subway exit park lane once your out its directly to your left,joobiouspip its real easy to find get to marble arch station take subway exit park lane once your out its directly to your left,24,127,24,4.333333333333333
painting my nails red and waiting for my dad to show upthen ill be off to clarksville funnn,1,positive,18,5.055555555555555,4,train,painting my nails red and waiting for my dad to show upthen ill be off to clarksville funnn,painting my nails red and waiting for my dad to show upthen ill be off to clarksville funnn,18,91,18,4.111111111111111
just woke up hope today is a good day,1,positive,9,4.111111111111111,4,train,just woke up hope today is a good day,just woke up hope today is a good day,9,37,9,3.2222222222222223
kyletolle getting that work done right,1,positive,6,6.333333333333333,4,train,kyletolle getting that work done right,kyletolle getting that work done right,6,38,6,5.5
good morning twitterworld i wish you all a nice and quiet day,1,positive,12,5.083333333333333,4,train,good morning twitterworld i wish you all a nice and quiet day,good morning twitterworld i wish you all a nice and quiet day,12,61,12,4.166666666666667
and by the way im about messages from so chances are there might be a bunch of nonsensical messages until i reach my goal,1,positive,24,5.041666666666667,4,train,and by the way im about messages from so chances are there might be a bunch of nonsensical messages until i reach my goal,and by the way im about messages from so chances are there might be a bunch of nonsensical messages until i reach my goal,24,121,24,4.083333333333333
mfiii thanx cheers,1,positive,3,6.0,4,train,mfiii thanx cheers,mfiii thanx cheers,3,18,3,5.333333333333333
welshdrew they do get them in but you have to keep an eye out as they go fast,1,positive,18,4.277777777777778,4,train,welshdrew they do get them in but you have to keep an eye out as they go fast,welshdrew they do get them in but you have to keep an eye out as they go fast,18,77,18,3.3333333333333335
heavenchik ia dental christmas party wanted rehearsal dinner there bit peggy didnt let us choose where we could have it,0,negative,20,5.95,0,train,heavenchik ia dental christmas party wanted rehearsal dinner there bit peggy didnt let us choose where we could have it,heavenchik ia dental christmas party wanted rehearsal dinner there bit peggy didnt let us choose where we could have it,20,119,20,5.0
placefarm jolly good you must have some lovely friends,1,positive,9,6.0,4,train,placefarm jolly good you must have some lovely friends,placefarm jolly good you must have some lovely friends,9,54,9,5.111111111111111
my alarm didnt go off this morning no working out for me,0,negative,12,4.666666666666667,0,train,my alarm didnt go off this morning no working out for me,my alarm didnt go off this morning no working out for me,12,56,12,3.75
jdar every party has a pooper today its you hehe,1,positive,10,4.8,4,train,jdar every party has a pooper today its you hehe,jdar every party has a pooper today its you hehe,10,48,10,3.9
tommcfly the site wont open for me so i cant vote,0,negative,11,4.454545454545454,0,train,tommcfly the site wont open for me so i cant vote,tommcfly the site wont open for me so i cant vote,11,49,11,3.5454545454545454
back in a mo just going to put a real computer on,1,positive,12,4.083333333333333,4,train,back in a mo just going to put a real computer on,back in a mo just going to put a real computer on,12,49,12,3.1666666666666665
back to the burg,0,negative,4,4.0,0,train,back to the burg,back to the burg,4,16,4,3.25
grandparents house dads day and my eye is killing me,0,negative,10,5.2,0,train,grandparents house dads day and my eye is killing me,grandparents house dads day and my eye is killing me,10,52,10,4.3
mszbecky dhats nice im qettin mine hopefully soon,1,positive,8,6.125,4,train,mszbecky dhats nice im qettin mine hopefully soon,mszbecky dhats nice im qettin mine hopefully soon,8,49,8,5.25
i implore you all to get a good nights seep when you can one feels so much better for it,1,positive,20,4.4,4,train,i implore you all to get a good nights seep when you can one feels so much better for it,i implore you all to get a good nights seep when you can one feels so much better for it,20,88,20,3.45
just waiting for couriers to collect some parcels sold yesterday from still glorious weather today,1,positive,15,6.533333333333333,4,train,just waiting for couriers to collect some parcels sold yesterday from still glorious weather today,just waiting for couriers to collect some parcels sold yesterday from still glorious weather today,15,98,15,5.6
realityntails we just launch our website and we are offering site fee credit join now join us,1,positive,17,5.470588235294118,4,train,realityntails we just launch our website and we are offering site fee credit join now join us,realityntails we just launch our website and we are offering site fee credit join now join us,17,93,17,4.529411764705882
got new phone have to wait until im back in sd to get it fully functional cubs game today,0,negative,19,4.684210526315789,0,train,got new phone have to wait until im back in sd to get it fully functional cubs game today,got new phone have to wait until im back in sd to get it fully functional cubs game today,19,89,19,3.736842105263158
ahj will us being able to watch the radio shows be permanent if it all goes well i hope so,0,negative,20,4.5,0,train,ahj will us being able to watch the radio shows be permanent if it all goes well i hope so,ahj will us being able to watch the radio shows be permanent if it all goes well i hope so,20,90,20,3.55
overmysoulradio thank you sweetie i fixed the problem now but it still sucks,0,negative,13,5.846153846153846,0,train,overmysoulradio thank you sweetie i fixed the problem now but it still sucks,overmysoulradio thank you sweetie i fixed the problem now but it still sucks,13,76,13,4.923076923076923
sambuhdee good were all set this breaks my no eating out until thursday lol fail,0,negative,15,5.333333333333333,0,train,sambuhdee good were all set this breaks my no eating out until thursday lol fail,sambuhdee good were all set this breaks my no eating out until thursday lol fail,15,80,15,4.4
is tired from typingthe prof talks too fast patriciafu i see that jzchen has been tempting you haha,0,negative,18,5.5,0,train,is tired from typingthe prof talks too fast patriciafu i see that jzchen has been tempting you haha,is tired from typingthe prof talks too fast patriciafu i see that jzchen has been tempting you haha,18,99,18,4.555555555555555
sat on my own little boy in bed and fella in france,0,negative,12,4.25,0,train,sat on my own little boy in bed and fella in france,sat on my own little boy in bed and fella in france,12,51,12,3.3333333333333335
missbouncy ok onz how much ill pay you bucks,1,positive,9,4.888888888888889,4,train,missbouncy ok onz how much ill pay you bucks,missbouncy ok onz how much ill pay you bucks,9,44,9,4.0
im so sorry hear dat my senior widya ayu died in an accident this morning may she rest in peace well miss you,0,negative,23,4.739130434782608,0,train,im so sorry hear dat my senior widya ayu died in an accident this morning may she rest in peace well miss you,im so sorry hear dat my senior widya ayu died in an accident this morning may she rest in peace well miss you,23,109,23,3.782608695652174
mehaleybabich i didnt see this either ha i have to much stuff on it so i dont see half of the stuff people say sorry,0,negative,25,4.64,0,train,mehaleybabich i didnt see this either ha i have to much stuff on it so i dont see half of the stuff people say sorry,mehaleybabich i didnt see this either ha i have to much stuff on it so i dont see half of the stuff people say sorry,25,116,25,3.68
mizhelena that was taken within the past fortnight about km from here just a bit on the chilly side eh,1,positive,20,5.1,4,train,mizhelena that was taken within the past fortnight about km from here just a bit on the chilly side eh,mizhelena that was taken within the past fortnight about km from here just a bit on the chilly side eh,20,102,20,4.15
i missed a crazy day at work today,1,positive,8,4.25,4,train,i missed a crazy day at work today,i missed a crazy day at work today,8,34,8,3.375
juttht back from tha dentitht so muthtcht fun,0,negative,8,5.625,0,train,juttht back from tha dentitht so muthtcht fun,juttht back from tha dentitht so muthtcht fun,8,45,8,4.75
loving my new place at work,1,positive,6,4.5,4,train,loving my new place at work,loving my new place at work,6,27,6,3.6666666666666665
back home i miss vegasso whens the next trip guys lol,0,negative,11,4.818181818181818,0,train,back home i miss vegasso whens the next trip guys lol,back home i miss vegasso whens the next trip guys lol,11,53,11,3.909090909090909
going to bed early cuz mexico tmrw txt me,1,positive,9,4.555555555555555,4,train,going to bed early cuz mexico tmrw txt me,going to bed early cuz mexico tmrw txt me,9,41,9,3.6666666666666665
romirai love you too mygoddddddddddddd,0,negative,5,7.6,0,train,romirai love you too mygoddddddddddddd,romirai love you too mygoddddddddddddd,5,38,5,6.8
chachisays my mom,0,negative,3,5.666666666666667,0,train,chachisays my mom,chachisays my mom,3,17,3,5.0
elbowglitter weve been lucky here all the rain has been in the middle of the night but then you cant listen to it while you read,0,negative,26,4.923076923076923,0,train,elbowglitter weve been lucky here all the rain has been in the middle of the night but then you cant listen to it while you read,elbowglitter weve been lucky here all the rain has been in the middle of the night but then you cant listen to it while you read,26,128,26,3.9615384615384617
quotmy other ride is your motherquot,0,negative,6,6.0,0,train,quotmy other ride is your motherquot,quotmy other ride is your motherquot,6,36,6,5.166666666666667
gregabbott if they steal it they love it,1,positive,8,5.0,4,train,gregabbott if they steal it they love it,gregabbott if they steal it they love it,8,40,8,4.125
performed our play today but we didnt make runoffs oh wellwe still had fun,0,negative,14,5.285714285714286,0,train,performed our play today but we didnt make runoffs oh wellwe still had fun,performed our play today but we didnt make runoffs oh wellwe still had fun,14,74,14,4.357142857142857
edcbrookea im wonderful soo whats up hows your summer been so far,1,positive,12,5.416666666666667,4,train,edcbrookea im wonderful soo whats up hows your summer been so far,edcbrookea im wonderful soo whats up hows your summer been so far,12,65,12,4.5
okay its a must to sign off now goodbye oh and goodnight,1,positive,12,4.666666666666667,4,train,okay its a must to sign off now goodbye oh and goodnight,okay its a must to sign off now goodbye oh and goodnight,12,56,12,3.75
awkwardtown who from the where on what uhm ok ill take your word for it,1,positive,15,4.733333333333333,4,train,awkwardtown who from the where on what uhm ok ill take your word for it,awkwardtown who from the where on what uhm ok ill take your word for it,15,71,15,3.8
i cant sit here anymore going to get my son for lunch,1,positive,12,4.416666666666667,4,train,i cant sit here anymore going to get my son for lunch,i cant sit here anymore going to get my son for lunch,12,53,12,3.5
extragorgeous sounds like u need help,0,negative,6,6.166666666666667,0,train,extragorgeous sounds like u need help,extragorgeous sounds like u need help,6,37,6,5.333333333333333
watching hoobastank rockontherange,1,positive,3,11.333333333333334,4,train,watching hoobastank rockontherange,watching hoobastank rockontherange,3,34,3,10.666666666666666
hes this nice sweet genuine dude but feel sorry for the stranger,0,negative,12,5.333333333333333,0,train,hes this nice sweet genuine dude but feel sorry for the stranger,hes this nice sweet genuine dude but feel sorry for the stranger,12,64,12,4.416666666666667
jlbury thanks for link ill have to check it out,1,positive,10,4.7,4,train,jlbury thanks for link ill have to check it out,jlbury thanks for link ill have to check it out,10,47,10,3.8
im lying in bedwilling myself get betterbeing sick majorly sucks,0,negative,10,6.4,0,train,im lying in bedwilling myself get betterbeing sick majorly sucks,im lying in bedwilling myself get betterbeing sick majorly sucks,10,64,10,5.5
is awake why am i not sleeping,0,negative,7,4.285714285714286,0,train,is awake why am i not sleeping,is awake why am i not sleeping,7,30,7,3.4285714285714284
tommcfly hahahaha you really cant live without twitter and i cant live without yours tweets so fix that silly iphone lol,0,negative,21,5.714285714285714,0,train,tommcfly hahahaha you really cant live without twitter and i cant live without yours tweets so fix that silly iphone lol,tommcfly hahahaha you really cant live without twitter and i cant live without yours tweets so fix that silly iphone lol,21,120,21,4.761904761904762
spent too much money at the pet shop,0,negative,8,4.5,0,train,spent too much money at the pet shop,spent too much money at the pet shop,8,36,8,3.625
rtista i would if i could,1,positive,6,4.166666666666667,4,train,rtista i would if i could,rtista i would if i could,6,25,6,3.3333333333333335
wineconscience im driving,0,negative,3,8.333333333333334,0,train,wineconscience im driving,wineconscience im driving,3,25,3,7.666666666666667
proudmum how are you today,1,positive,5,5.2,4,train,proudmum how are you today,proudmum how are you today,5,26,5,4.4
hmmm twitter is being rather interesting on my phone right now can you say malfunctioning,0,negative,15,5.933333333333334,0,train,hmmm twitter is being rather interesting on my phone right now can you say malfunctioning,hmmm twitter is being rather interesting on my phone right now can you say malfunctioning,15,89,15,5.0
had fun last nigght with bobbyv keri hilson thedream and keisha cole cant talk saddly exterme funnn,0,negative,17,5.823529411764706,0,train,had fun last nigght with bobbyv keri hilson thedream and keisha cole cant talk saddly exterme funnn,had fun last nigght with bobbyv keri hilson thedream and keisha cole cant talk saddly exterme funnn,17,99,17,4.882352941176471
kyleasd thats shitty make another appt thats pretty sick you should load pics when its all finished,1,positive,17,5.823529411764706,4,train,kyleasd thats shitty make another appt thats pretty sick you should load pics when its all finished,kyleasd thats shitty make another appt thats pretty sick you should load pics when its all finished,17,99,17,4.882352941176471
going to watch angels and demons review later,1,positive,8,5.625,4,train,going to watch angels and demons review later,going to watch angels and demons review later,8,45,8,4.75
cheryldelton thanks for the ff you rock,1,positive,7,5.571428571428571,4,train,cheryldelton thanks for the ff you rock,cheryldelton thanks for the ff you rock,7,39,7,4.714285714285714
dkerry i know new ppl from here as in armagh joined,1,positive,11,4.636363636363637,4,train,dkerry i know new ppl from here as in armagh joined,dkerry i know new ppl from here as in armagh joined,11,51,11,3.727272727272727
jamesallright haha good timess welcomee to thee twitter world,1,positive,9,6.777777777777778,4,train,jamesallright haha good timess welcomee to thee twitter world,jamesallright haha good timess welcomee to thee twitter world,9,61,9,5.888888888888889
tweeting from this phone is no fun,0,negative,7,4.857142857142857,0,train,tweeting from this phone is no fun,tweeting from this phone is no fun,7,34,7,4.0
xbarksx oh well bad timing i gotta go wash my hair and stuffffffff we will talk soon well we better ily xoxo,0,negative,22,4.909090909090909,0,train,xbarksx oh well bad timing i gotta go wash my hair and stuffffffff we will talk soon well we better ily xoxo,xbarksx oh well bad timing i gotta go wash my hair and stuffffffff we will talk soon well we better ily xoxo,22,108,22,3.9545454545454546
why is it soooo cold in ny still,0,negative,8,4.0,0,train,why is it soooo cold in ny still,why is it soooo cold in ny still,8,32,8,3.125
jpfeif mee too miss jo jo what have you been up to all weekend,1,positive,14,4.428571428571429,4,train,jpfeif mee too miss jo jo what have you been up to all weekend,jpfeif mee too miss jo jo what have you been up to all weekend,14,62,14,3.5
im looking for my soul mate but he must be funny romantic sensual caring and with good feelings ill find him only in novels,0,negative,24,5.125,0,train,im looking for my soul mate but he must be funny romantic sensual caring and with good feelings ill find him only in novels,im looking for my soul mate but he must be funny romantic sensual caring and with good feelings ill find him only in novels,24,123,24,4.166666666666667
for those who arent at asylm,1,positive,6,4.666666666666667,4,train,for those who arent at asylm,for those who arent at asylm,6,28,6,3.8333333333333335
just wernt by jesses,0,negative,4,5.0,0,train,just wernt by jesses,just wernt by jesses,4,20,4,4.25
orbitaldiamonds that drives me nuts,0,negative,5,7.0,0,train,orbitaldiamonds that drives me nuts,orbitaldiamonds that drives me nuts,5,35,5,6.2
work again god the days drag up here hours go nikkimouse,0,negative,11,5.090909090909091,0,train,work again god the days drag up here hours go nikkimouse,work again god the days drag up here hours go nikkimouse,11,56,11,4.181818181818182
kristinburbey its all being paid for by someone elsesorry,0,negative,9,6.333333333333333,0,train,kristinburbey its all being paid for by someone elsesorry,kristinburbey its all being paid for by someone elsesorry,9,57,9,5.444444444444445
thursday cant come soon enough i miss joshua,0,negative,8,5.5,0,train,thursday cant come soon enough i miss joshua,thursday cant come soon enough i miss joshua,8,44,8,4.625
deepakjain ya he speaks a heavily punjabiaccent slow oriya but its alright the people love him nevertheless,1,positive,17,6.294117647058823,4,train,deepakjain ya he speaks a heavily punjabiaccent slow oriya but its alright the people love him nevertheless,deepakjain ya he speaks a heavily punjabiaccent slow oriya but its alright the people love him nevertheless,17,107,17,5.352941176470588
christheknight your leaving,0,negative,3,9.0,0,train,christheknight your leaving,christheknight your leaving,3,27,3,8.333333333333334
is excited that amazon is shipping my kindle dx woo hoooo,1,positive,11,5.181818181818182,4,train,is excited that amazon is shipping my kindle dx woo hoooo,is excited that amazon is shipping my kindle dx woo hoooo,11,57,11,4.2727272727272725
mahlor cat puke between the toes,0,negative,6,5.333333333333333,0,train,mahlor cat puke between the toes,mahlor cat puke between the toes,6,32,6,4.5
i am going to miss my patients,0,negative,7,4.285714285714286,0,train,i am going to miss my patients,i am going to miss my patients,7,30,7,3.4285714285714284
nkairplay i am such a dumb dumbi cant dm you because you dont follow me,0,negative,15,4.733333333333333,0,train,nkairplay i am such a dumb dumbi cant dm you because you dont follow me,nkairplay i am such a dumb dumbi cant dm you because you dont follow me,15,71,15,3.8
why not to leave you car parked on the street,0,negative,10,4.5,0,train,why not to leave you car parked on the street,why not to leave you car parked on the street,10,45,10,3.6
disobedientgirl wonderful i ll be slogging at you get up at eh,0,negative,12,5.166666666666667,0,train,disobedientgirl wonderful i ll be slogging at you get up at eh,disobedientgirl wonderful i ll be slogging at you get up at eh,12,62,12,4.25
tyresereal and i bet that is what she wanted to do tonight too,1,positive,13,4.769230769230769,4,train,tyresereal and i bet that is what she wanted to do tonight too,tyresereal and i bet that is what she wanted to do tonight too,13,62,13,3.8461538461538463
ninirific lostwftb junkiecat kathy has brought my headache back on i gotta sleep night night,0,negative,15,6.133333333333334,0,train,ninirific lostwftb junkiecat kathy has brought my headache back on i gotta sleep night night,ninirific lostwftb junkiecat kathy has brought my headache back on i gotta sleep night night,15,92,15,5.2
my harvest moon game keeps freezing i have things to do on there,0,negative,13,4.923076923076923,0,train,my harvest moon game keeps freezing i have things to do on there,my harvest moon game keeps freezing i have things to do on there,13,64,13,4.0
enjoem yeahits cloudy here,0,negative,4,6.5,0,train,enjoem yeahits cloudy here,enjoem yeahits cloudy here,4,26,4,5.75
sumaya your reputation precedes you,1,positive,5,7.0,4,train,sumaya your reputation precedes you,sumaya your reputation precedes you,5,35,5,6.2
hope to finish my blog post when i get home about my us today didnt get the greatest news,0,negative,19,4.684210526315789,0,train,hope to finish my blog post when i get home about my us today didnt get the greatest news,hope to finish my blog post when i get home about my us today didnt get the greatest news,19,89,19,3.736842105263158
beautiful day in south florida and its not pouring rain its a good day,1,positive,14,5.0,4,train,beautiful day in south florida and its not pouring rain its a good day,beautiful day in south florida and its not pouring rain its a good day,14,70,14,4.071428571428571
so freakin tired even after my epic sleep last night so i am going to go and watch qi in bed text me x,1,positive,24,4.25,4,train,so freakin tired even after my epic sleep last night so i am going to go and watch qi in bed text me x,so freakin tired even after my epic sleep last night so i am going to go and watch qi in bed text me x,24,102,24,3.2916666666666665
mayb not its pissin it dwn x x,0,negative,8,3.75,0,train,mayb not its pissin it dwn x x,mayb not its pissin it dwn x x,8,30,8,2.875
gliovampire sieeenx hugz though i cant enjoyed it for another hours booohooohooo,0,negative,12,6.666666666666667,0,train,gliovampire sieeenx hugz though i cant enjoyed it for another hours booohooohooo,gliovampire sieeenx hugz though i cant enjoyed it for another hours booohooohooo,12,80,12,5.75
im trying to load a new pic amp its not working,0,negative,11,4.2727272727272725,0,train,im trying to load a new pic amp its not working,im trying to load a new pic amp its not working,11,47,11,3.3636363636363638
trevypoos ill hows yr hol,0,negative,5,5.0,0,train,trevypoos ill hows yr hol,trevypoos ill hows yr hol,5,25,5,4.2
giving up smoking so hard,0,negative,5,5.0,0,train,giving up smoking so hard,giving up smoking so hard,5,25,5,4.2
hackjack all good now it seems,1,positive,6,5.0,4,train,hackjack all good now it seems,hackjack all good now it seems,6,30,6,4.166666666666667
brittanya good mornin sunshine boom boom pow,1,positive,7,6.285714285714286,4,train,brittanya good mornin sunshine boom boom pow,brittanya good mornin sunshine boom boom pow,7,44,7,5.428571428571429
it was sad on graduation day i cried for all my friends who i wont see again we had a great ride though and i dont regret anything,0,negative,28,4.642857142857143,0,train,it was sad on graduation day i cried for all my friends who i wont see again we had a great ride though and i dont regret anything,it was sad on graduation day i cried for all my friends who i wont see again we had a great ride though and i dont regret anything,28,130,28,3.6785714285714284
quotbrides a la modequot pow wow first thing this morning this past weekends lovely wedding fresh in my mind pics soon,1,positive,21,5.619047619047619,4,train,quotbrides a la modequot pow wow first thing this morning this past weekends lovely wedding fresh in my mind pics soon,quotbrides a la modequot pow wow first thing this morning this past weekends lovely wedding fresh in my mind pics soon,21,118,21,4.666666666666667
watching mtv movie awardsthinkin bout the day i gonna be in that room lolz,1,positive,14,5.285714285714286,4,train,watching mtv movie awardsthinkin bout the day i gonna be in that room lolz,watching mtv movie awardsthinkin bout the day i gonna be in that room lolz,14,74,14,4.357142857142857
italy has lost in the match against egypt sooo shocked sooo upset sooo sad,0,negative,14,5.285714285714286,0,train,italy has lost in the match against egypt sooo shocked sooo upset sooo sad,italy has lost in the match against egypt sooo shocked sooo upset sooo sad,14,74,14,4.357142857142857
hey marklowry good thing i can work from home would rather watch this than work mark lowry live live,1,positive,19,5.2631578947368425,4,train,hey marklowry good thing i can work from home would rather watch this than work mark lowry live live,hey marklowry good thing i can work from home would rather watch this than work mark lowry live live,19,100,19,4.315789473684211
ugh what the frick is a primary source i need three of them,0,negative,13,4.538461538461538,0,train,ugh what the frick is a primary source i need three of them,ugh what the frick is a primary source i need three of them,13,59,13,3.6153846153846154
malibu make me sleepy and he doesnt want to text me when im drinking silly him maybe ill ring you later,0,negative,21,4.904761904761905,0,train,malibu make me sleepy and he doesnt want to text me when im drinking silly him maybe ill ring you later,malibu make me sleepy and he doesnt want to text me when im drinking silly him maybe ill ring you later,21,103,21,3.9523809523809526
gosh do not use twitter when u have final exams woopsiiee,0,negative,11,5.181818181818182,0,train,gosh do not use twitter when u have final exams woopsiiee,gosh do not use twitter when u have final exams woopsiiee,11,57,11,4.2727272727272725
mattrozier glad to hear that up is quotupquot to pixars usual standard im looking forward to seeing it,1,positive,18,5.666666666666667,4,train,mattrozier glad to hear that up is quotupquot to pixars usual standard im looking forward to seeing it,mattrozier glad to hear that up is quotupquot to pixars usual standard im looking forward to seeing it,18,102,18,4.722222222222222
annericeauthor absolutely it makes me cry and makes me hope when my son gets older some peace and human rights have been laid down,0,negative,24,5.416666666666667,0,train,annericeauthor absolutely it makes me cry and makes me hope when my son gets older some peace and human rights have been laid down,annericeauthor absolutely it makes me cry and makes me hope when my son gets older some peace and human rights have been laid down,24,130,24,4.458333333333333
princesscaris why do you feel the need to burn me sooo harsh,0,negative,12,5.0,0,train,princesscaris why do you feel the need to burn me sooo harsh,princesscaris why do you feel the need to burn me sooo harsh,12,60,12,4.083333333333333
oh my fucking god my stomach is growling,0,negative,8,5.0,0,train,oh my fucking god my stomach is growling,oh my fucking god my stomach is growling,8,40,8,4.125
cous cous for lunch i could quite happily eat cous cous all day every day mmmm,1,positive,16,4.875,4,train,cous cous for lunch i could quite happily eat cous cous all day every day mmmm,cous cous for lunch i could quite happily eat cous cous all day every day mmmm,16,78,16,3.9375
in the subway where are the real guyz pleaaazthey are so slimmyskinnyhairbrushygay im gonna cry,0,negative,15,6.333333333333333,0,train,in the subway where are the real guyz pleaaazthey are so slimmyskinnyhairbrushygay im gonna cry,in the subway where are the real guyz pleaaazthey are so slimmyskinnyhairbrushygay im gonna cry,15,95,15,5.4
babystowz yea feel like im bein ignored,0,negative,7,5.571428571428571,0,train,babystowz yea feel like im bein ignored,babystowz yea feel like im bein ignored,7,39,7,4.714285714285714
when your ipod shuffles on to daddys gone on fathers day and the words actually apply to you bad times,0,negative,20,5.1,0,train,when your ipod shuffles on to daddys gone on fathers day and the words actually apply to you bad times,when your ipod shuffles on to daddys gone on fathers day and the words actually apply to you bad times,20,102,20,4.15
mileycyrus a shes sooooooooooooooooooo cute thats a really cute posei want her,1,positive,12,6.5,4,train,mileycyrus a shes sooooooooooooooooooo cute thats a really cute posei want her,mileycyrus a shes sooooooooooooooooooo cute thats a really cute posei want her,12,78,12,5.583333333333333
i remember the days i lived in bushwick aka pr town and went to chill in flatbush and they would make fun of my thick spanish accsent,0,negative,27,4.925925925925926,0,train,i remember the days i lived in bushwick aka pr town and went to chill in flatbush and they would make fun of my thick spanish accsent,i remember the days i lived in bushwick aka pr town and went to chill in flatbush and they would make fun of my thick spanish accsent,27,133,27,3.962962962962963
southernbell u went to the ol school for real with that onelistening to knocking boots wonder what ur thinking about,1,positive,20,5.8,4,train,southernbell u went to the ol school for real with that onelistening to knocking boots wonder what ur thinking about,southernbell u went to the ol school for real with that onelistening to knocking boots wonder what ur thinking about,20,116,20,4.85
dolittledoliet everythings going ugh cant find a jake,0,negative,8,6.625,0,train,dolittledoliet everythings going ugh cant find a jake,dolittledoliet everythings going ugh cant find a jake,8,53,8,5.75
